pclass,survived,name,sex,,,,,,,,,,,,,,,,,,,
3,0,"Andersson, Miss. Ebba Iris Alfrida",female,,,,,,,,,,,,,,,,,,,
3,0,"Andersson, Miss. Ellis Anna Maria",female,,,,,,,,,,,,,,,,,,,
3,1,"Andersson, Miss. Erna Alexandra",female,,,,,,,,,,,,,,,,,,,
3,0,"Andersson, Miss. Ida Augusta Margareta",female,,,,,,,,,,,,,,,,,,,
3,0,"Andersson, Miss. Ingeborg Constanzia",female,,,,,,,,,,,,,,,,,,,
3,0,"Andersson, Miss. Sigrid Elisabeth",female,,,,,,,,,,,,,,,,,,,
3,0,"Andersson, Mr. Anders Johan",male,,,,,,,,,,,,,,,,,,,
3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,,,,,,,,,,,,,,,,,,,
3,0,"Andersson, Mr. Johan Samuel",male,,,,,,,,,,,,,,,,,,,
3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,,,,,,,,,,,,,,,,,,,
3,0,"Andreasson, Mr. Paul Edvin",male,,,,,,,,,,,,,,,,,,,
3,0,"Angheloff, Mr. Minko",male,,,,,,,,,,,,,,,,,,,
3,0,"Arnold-Franchi, Mr. Josef",male,,,,,,,,,,,,,,,,,,,
3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,,,,,,,,,,,,,,,,,,,
3,0,"Aronsson, Mr. Ernst Axel Algot",male,,,,,,,,,,,,,,,,,,,
3,0,"Asim, Mr. Adola",male,,,,,,,,,,,,,,,,,,,
3,0,"Asplund, Master. Carl Edgar",male,,,,,,,,,,,,,,,,,,,
3,0,"Asplund, Master. Clarence Gustaf Hugo",male,,,,,,,,,,,,,,,,,,,
3,1,"Asplund, Master. Edvin Rojj Felix",male,,,,,,,,,,,,,,,,,,,
3,0,"Asplund, Master. Filip Oscar",male,,,,,,,,,,,,,,,,,,,
3,1,"Asplund, Miss. Lillian Gertrud",female,,,,,,,,,,,,,,,,,,,
3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,,,,,,,,,,,,,,,,,,,
3,1,"Asplund, Mr. Johan Charles",male,,,,,,,,,,,,,,,,,,,
3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,,,,,,,,,,,,,,,,,,,
3,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")",female,,,,,,,,,,,,,,,,,,,
3,0,"Assaf, Mr. Gerios",male,,,,,,,,,,,,,,,,,,,
3,0,"Assam, Mr. Ali",male,,,,,,,,,,,,,,,,,,,
3,0,"Attalah, Miss. Malake",female,,,,,,,,,,,,,,,,,,,
3,0,"Attalah, Mr. Sleiman",male,,,,,,,,,,,,,,,,,,,
3,0,"Augustsson, Mr. Albert",male,,,,,,,,,,,,,,,,,,,
3,1,"Ayoub, Miss. Banoura",female,,,,,,,,,,,,,,,,,,,
3,0,"Baccos, Mr. Raffull",male,,,,,,,,,,,,,,,,,,,
3,0,"Backstrom, Mr. Karl Alfred",male,,,,,,,,,,,,,,,,,,,
3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,,,,,,,,,,,,,,,,,,,
3,1,"Baclini, Miss. Eugenie",female,,,,,,,,,,,,,,,,,,,
3,1,"Baclini, Miss. Helene Barbara",female,,,,,,,,,,,,,,,,,,,
3,1,"Baclini, Miss. Marie Catherine",female,,,,,,,,,,,,,,,,,,,
3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,,,,,,,,,,,,,,,,,,,
3,1,"Badman, Miss. Emily Louisa",female,,,,,,,,,,,,,,,,,,,
3,0,"Badt, Mr. Mohamed",male,,,,,,,,,,,,,,,,,,,
3,0,"Balkic, Mr. Cerin",male,,,,,,,,,,,,,,,,,,,
3,1,"Barah, Mr. Hanna Assi",male,,,,,,,,,,,,,,,,,,,
3,0,"Barbara, Miss. Saiide",female,,,,,,,,,,,,,,,,,,,
3,0,"Barbara, Mrs. (Catherine David)",female,,,,,,,,,,,,,,,,,,,
3,0,"Barry, Miss. Julia",female,,,,,,,,,,,,,,,,,,,
3,0,"Barton, Mr. David John",male,,,,,,,,,,,,,,,,,,,
3,0,"Beavan, Mr. William Thomas",male,,,,,,,,,,,,,,,,,,,
3,0,"Bengtsson, Mr. John Viktor",male,,,,,,,,,,,,,,,,,,,
3,0,"Berglund, Mr. Karl Ivar Sven",male,,,,,,,,,,,,,,,,,,,
3,0,"Betros, Master. Seman",male,,,,,,,,,,,,,,,,,,,
3,0,"Betros, Mr. Tannous",male,,,,,,,,,,,,,,,,,,,
3,1,"Bing, Mr. Lee",male,,,,,,,,,,,,,,,,,,,
3,0,"Birkeland, Mr. Hans Martin Monsen",male,,,,,,,,,,,,,,,,,,,
3,0,"Bjorklund, Mr. Ernst Herbert",male,,,,,,,,,,,,,,,,,,,
3,0,"Bostandyeff, Mr. Guentcho",male,,,,,,,,,,,,,,,,,,,
3,0,"Boulos, Master. Akar",male,,,,,,,,,,,,,,,,,,,
3,0,"Boulos, Miss. Nourelain",female,,,,,,,,,,,,,,,,,,,
3,0,"Boulos, Mr. Hanna",male,,,,,,,,,,,,,,,,,,,
3,0,"Boulos, Mrs. Joseph (Sultana)",female,,,,,,,,,,,,,,,,,,,
3,0,"Bourke, Miss. Mary",female,,,,,,,,,,,,,,,,,,,
3,0,"Bourke, Mr. John",male,,,,,,,,,,,,,,,,,,,
3,0,"Bourke, Mrs. John (Catherine)",female,,,,,,,,,,,,,,,,,,,
3,0,"Bowen, Mr. David John ""Dai""",male,,,,,,,,,,,,,,,,,,,
3,1,"Bradley, Miss. Bridget Delia",female,,,,,,,,,,,,,,,,,,,
3,0,"Braf, Miss. Elin Ester Maria",female,,,,,,,,,,,,,,,,,,,
3,0,"Braund, Mr. Lewis Richard",male,,,,,,,,,,,,,,,,,,,
3,0,"Braund, Mr. Owen Harris",male,,,,,,,,,,,,,,,,,,,
3,0,"Brobeck, Mr. Karl Rudolf",male,,,,,,,,,,,,,,,,,,,
3,0,"Brocklebank, Mr. William Alfred",male,,,,,,,,,,,,,,,,,,,
3,0,"Buckley, Miss. Katherine",female,,,,,,,,,,,,,,,,,,,
3,1,"Buckley, Mr. Daniel",male,,,,,,,,,,,,,,,,,,,
3,0,"Burke, Mr. Jeremiah",male,,,,,,,,,,,,,,,,,,,
3,0,"Burns, Miss. Mary Delia",female,,,,,,,,,,,,,,,,,,,
3,0,"Cacic, Miss. Manda",female,,,,,,,,,,,,,,,,,,,
3,0,"Cacic, Miss. Marija",female,,,,,,,,,,,,,,,,,,,
3,0,"Cacic, Mr. Jego Grga",male,,,,,,,,,,,,,,,,,,,
3,0,"Cacic, Mr. Luka",male,,,,,,,,,,,,,,,,,,,
3,0,"Calic, Mr. Jovo",male,,,,,,,,,,,,,,,,,,,
3,0,"Calic, Mr. Petar",male,,,,,,,,,,,,,,,,,,,
3,0,"Canavan, Miss. Mary",female,,,,,,,,,,,,,,,,,,,
3,0,"Canavan, Mr. Patrick",male,,,,,,,,,,,,,,,,,,,
3,0,"Cann, Mr. Ernest Charles",male,,,,,,,,,,,,,,,,,,,
3,0,"Caram, Mr. Joseph",male,,,,,,,,,,,,,,,,,,,
3,0,"Caram, Mrs. Joseph (Maria Elias)",female,,,,,,,,,,,,,,,,,,,
3,0,"Carlsson, Mr. August Sigfrid",male,,,,,,,,,,,,,,,,,,,
3,0,"Carlsson, Mr. Carl Robert",male,,,,,,,,,,,,,,,,,,,
3,1,"Carr, Miss. Helen ""Ellen""",female,,,,,,,,,,,,,,,,,,,
3,0,"Carr, Miss. Jeannie",female,,,,,,,,,,,,,,,,,,,
3,0,"Carver, Mr. Alfred John",male,,,,,,,,,,,,,,,,,,,
3,0,"Celotti, Mr. Francesco",male,,,,,,,,,,,,,,,,,,,
3,0,"Charters, Mr. David",male,,,,,,,,,,,,,,,,,,,
3,1,"Chip, Mr. Chang",male,,,,,,,,,,,,,,,,,,,
3,0,"Christmann, Mr. Emil",male,,,,,,,,,,,,,,,,,,,
3,0,"Chronopoulos, Mr. Apostolos",male,,,,,,,,,,,,,,,,,,,
3,0,"Chronopoulos, Mr. Demetrios",male,,,,,,,,,,,,,,,,,,,
3,0,"Coelho, Mr. Domingos Fernandeo",male,,,,,,,,,,,,,,,,,,,
3,1,"Cohen, Mr. Gurshon ""Gus""",male,,,,,,,,,,,,,,,,,,,
3,0,"Colbert, Mr. Patrick",male,,,,,,,,,,,,,,,,,,,
3,0,"Coleff, Mr. Peju",male,,,,,,,,,,,,,,,,,,,
3,0,"Coleff, Mr. Satio",male,,,,,,,,,,,,,,,,,,,
3,0,"Conlon, Mr. Thomas Henry",male,,,,,,,,,,,,,,,,,,,
3,0,"Connaghton, Mr. Michael",male,,,,,,,,,,,,,,,,,,,
3,1,"Connolly, Miss. Kate",female,,,,,,,,,,,,,,,,,,,
3,0,"Connolly, Miss. Kate",female,,,,,,,,,,,,,,,,,,,
3,0,"Connors, Mr. Patrick",male,,,,,,,,,,,,,,,,,,,
3,0,"Cook, Mr. Jacob",male,,,,,,,,,,,,,,,,,,,
3,0,"Cor, Mr. Bartol",male,,,,,,,,,,,,,,,,,,,
3,0,"Cor, Mr. Ivan",male,,,,,,,,,,,,,,,,,,,
3,0,"Cor, Mr. Liudevit",male,,,,,,,,,,,,,,,,,,,
3,0,"Corn, Mr. Harry",male,,,,,,,,,,,,,,,,,,,
3,1,"Coutts, Master. Eden Leslie ""Neville""",male,,,,,,,,,,,,,,,,,,,
3,1,"Coutts, Master. William Loch ""William""",male,,,,,,,,,,,,,,,,,,,
3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",female,,,,,,,,,,,,,,,,,,,
3,0,"Coxon, Mr. Daniel",male,,,,,,,,,,,,,,,,,,,
3,0,"Crease, Mr. Ernest James",male,,,,,,,,,,,,,,,,,,,
3,1,"Cribb, Miss. Laura Alice",female,,,,,,,,,,,,,,,,,,,
3,0,"Cribb, Mr. John Hatfield",male,,,,,,,,,,,,,,,,,,,
3,0,"Culumovic, Mr. Jeso",male,,,,,,,,,,,,,,,,,,,
3,0,"Daher, Mr. Shedid",male,,,,,,,,,,,,,,,,,,,
3,1,"Dahl, Mr. Karl Edwart",male,,,,,,,,,,,,,,,,,,,
3,0,"Dahlberg, Miss. Gerda Ulrika",female,,,,,,,,,,,,,,,,,,,
3,0,"Dakic, Mr. Branko",male,,,,,,,,,,,,,,,,,,,
3,1,"Daly, Miss. Margaret Marcella ""Maggie""",female,,,,,,,,,,,,,,,,,,,
3,1,"Daly, Mr. Eugene Patrick",male,,,,,,,,,,,,,,,,,,,
3,0,"Danbom, Master. Gilbert Sigvard Emanuel",male,,,,,,,,,,,,,,,,,,,
3,0,"Danbom, Mr. Ernst Gilbert",male,,,,,,,,,,,,,,,,,,,
3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,,,,,,,,,,,,,,,,,,,
3,0,"Danoff, Mr. Yoto",male,,,,,,,,,,,,,,,,,,,
3,0,"Dantcheff, Mr. Ristiu",male,,,,,,,,,,,,,,,,,,,
3,0,"Davies, Mr. Alfred J",male,,,,,,,,,,,,,,,,,,,
3,0,"Davies, Mr. Evan",male,,,,,,,,,,,,,,,,,,,
3,0,"Davies, Mr. John Samuel",male,,,,,,,,,,,,,,,,,,,
3,0,"Davies, Mr. Joseph",male,,,,,,,,,,,,,,,,,,,
3,0,"Davison, Mr. Thomas Henry",male,,,,,,,,,,,,,,,,,,,
3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,,,,,,,,,,,,,,,,,,
3,1,"de Messemaeker, Mr. Guillaume Joseph",male,,,,,,,,,,,,,,,,,,,
3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,,,,,,,,,,,,,,,,,,,
3,1,"de Mulder, Mr. Theodore",male,,,,,,,,,,,,,,,,,,,
3,0,"de Pelsmaeker, Mr. Alfons",male,,,,,,,,,,,,,,,,,,,
3,1,"Dean, Master. Bertram Vere",male,,,,,,,,,,,,,,,,,,,
3,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",female,,,,,,,,,,,,,,,,,,,
3,0,"Dean, Mr. Bertram Frank",male,,,,,,,,,,,,,,,,,,,
3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,,,,,,,,,,,,,,,,,,,
3,0,"Delalic, Mr. Redjo",male,,,,,,,,,,,,,,,,,,,
3,0,"Demetri, Mr. Marinko",male,,,,,,,,,,,,,,,,,,,
3,0,"Denkoff, Mr. Mitto",male,,,,,,,,,,,,,,,,,,,
3,0,"Dennis, Mr. Samuel",male,,,,,,,,,,,,,,,,,,,
3,0,"Dennis, Mr. William",male,,,,,,,,,,,,,,,,,,,
3,1,"Devaney, Miss. Margaret Delia",female,,,,,,,,,,,,,,,,,,,
3,0,"Dika, Mr. Mirko",male,,,,,,,,,,,,,,,,,,,
3,0,"Dimic, Mr. Jovan",male,,,,,,,,,,,,,,,,,,,
3,0,"Dintcheff, Mr. Valtcho",male,,,,,,,,,,,,,,,,,,,
3,0,"Doharr, Mr. Tannous",male,,,,,,,,,,,,,,,,,,,
3,0,"Dooley, Mr. Patrick",male,,,,,,,,,,,,,,,,,,,
3,1,"Dorking, Mr. Edward Arthur",male,,,,,,,,,,,,,,,,,,,
3,1,"Dowdell, Miss. Elizabeth",female,,,,,,,,,,,,,,,,,,,
3,0,"Doyle, Miss. Elizabeth",female,,,,,,,,,,,,,,,,,,,
3,1,"Drapkin, Miss. Jennie",female,,,,,,,,,,,,,,,,,,,
3,0,"Drazenoic, Mr. Jozef",male,,,,,,,,,,,,,,,,,,,
3,0,"Duane, Mr. Frank",male,,,,,,,,,,,,,,,,,,,
3,1,"Duquemin, Mr. Joseph",male,,,,,,,,,,,,,,,,,,,
3,0,"Dyker, Mr. Adolf Fredrik",male,,,,,,,,,,,,,,,,,,,
3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,,,,,,,,,,,,,,,,,,,
3,0,"Edvardsson, Mr. Gustaf Hjalmar",male,,,,,,,,,,,,,,,,,,,
3,0,"Eklund, Mr. Hans Linus",male,,,,,,,,,,,,,,,,,,,
3,0,"Ekstrom, Mr. Johan",male,,,,,,,,,,,,,,,,,,,
3,0,"Elias, Mr. Dibo",male,,,,,,,,,,,,,,,,,,,
3,0,"Elias, Mr. Joseph",male,,,,,,,,,,,,,,,,,,,
3,0,"Elias, Mr. Joseph Jr",male,,,,,,,,,,,,,,,,,,,
3,0,"Elias, Mr. Tannous",male,,,,,,,,,,,,,,,,,,,
3,0,"Elsbury, Mr. William James",male,,,,,,,,,,,,,,,,,,,
3,1,"Emanuel, Miss. Virginia Ethel",female,,,,,,,,,,,,,,,,,,,
3,0,"Emir, Mr. Farred Chehab",male,,,,,,,,,,,,,,,,,,,
3,0,"Everett, Mr. Thomas James",male,,,,,,,,,,,,,,,,,,,
3,0,"Farrell, Mr. James",male,,,,,,,,,,,,,,,,,,,
3,1,"Finoli, Mr. Luigi",male,,,,,,,,,,,,,,,,,,,
3,0,"Fischer, Mr. Eberhard Thelander",male,,,,,,,,,,,,,,,,,,,
3,0,"Fleming, Miss. Honora",female,,,,,,,,,,,,,,,,,,,
3,0,"Flynn, Mr. James",male,,,,,,,,,,,,,,,,,,,
3,0,"Flynn, Mr. John",male,,,,,,,,,,,,,,,,,,,
3,0,"Foley, Mr. Joseph",male,,,,,,,,,,,,,,,,,,,
3,0,"Foley, Mr. William",male,,,,,,,,,,,,,,,,,,,
3,1,"Foo, Mr. Choong",male,,,,,,,,,,,,,,,,,,,
3,0,"Ford, Miss. Doolina Margaret ""Daisy""",female,,,,,,,,,,,,,,,,,,,
3,0,"Ford, Miss. Robina Maggie ""Ruby""",female,,,,,,,,,,,,,,,,,,,
3,0,"Ford, Mr. Arthur",male,,,,,,,,,,,,,,,,,,,
3,0,"Ford, Mr. Edward Watson",male,,,,,,,,,,,,,,,,,,,
3,0,"Ford, Mr. William Neal",male,,,,,,,,,,,,,,,,,,,
3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,,,,,,,,,,,,,,,,,,,
3,0,"Fox, Mr. Patrick",male,,,,,,,,,,,,,,,,,,,
3,0,"Franklin, Mr. Charles (Charles Fardon)",male,,,,,,,,,,,,,,,,,,,
3,0,"Gallagher, Mr. Martin",male,,,,,,,,,,,,,,,,,,,
3,0,"Garfirth, Mr. John",male,,,,,,,,,,,,,,,,,,,
3,0,"Gheorgheff, Mr. Stanio",male,,,,,,,,,,,,,,,,,,,
3,0,"Gilinski, Mr. Eliezer",male,,,,,,,,,,,,,,,,,,,
3,1,"Gilnagh, Miss. Katherine ""Katie""",female,,,,,,,,,,,,,,,,,,,
3,1,"Glynn, Miss. Mary Agatha",female,,,,,,,,,,,,,,,,,,,
3,1,"Goldsmith, Master. Frank John William ""Frankie""",male,,,,,,,,,,,,,,,,,,,
3,0,"Goldsmith, Mr. Frank John",male,,,,,,,,,,,,,,,,,,,
3,0,"Goldsmith, Mr. Nathan",male,,,,,,,,,,,,,,,,,,,
3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,,,,,,,,,,,,,,,,,,,
3,0,"Goncalves, Mr. Manuel Estanslas",male,,,,,,,,,,,,,,,,,,,
3,0,"Goodwin, Master. Harold Victor",male,,,,,,,,,,,,,,,,,,,
3,0,"Goodwin, Master. Sidney Leonard",male,,,,,,,,,,,,,,,,,,,
3,0,"Goodwin, Master. William Frederick",male,,,,,,,,,,,,,,,,,,,
3,0,"Goodwin, Miss. Jessie Allis",female,,,,,,,,,,,,,,,,,,,
3,0,"Goodwin, Miss. Lillian Amy",female,,,,,,,,,,,,,,,,,,,
3,0,"Goodwin, Mr. Charles Edward",male,,,,,,,,,,,,,,,,,,,
3,0,"Goodwin, Mr. Charles Frederick",male,,,,,,,,,,,,,,,,,,,
3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,,,,,,,,,,,,,,,,,,,
3,0,"Green, Mr. George Henry",male,,,,,,,,,,,,,,,,,,,
3,0,"Gronnestad, Mr. Daniel Danielsen",male,,,,,,,,,,,,,,,,,,,
3,0,"Guest, Mr. Robert",male,,,,,,,,,,,,,,,,,,,
3,0,"Gustafsson, Mr. Alfred Ossian",male,,,,,,,,,,,,,,,,,,,
3,0,"Gustafsson, Mr. Anders Vilhelm",male,,,,,,,,,,,,,,,,,,,
3,0,"Gustafsson, Mr. Johan Birger",male,,,,,,,,,,,,,,,,,,,
3,0,"Gustafsson, Mr. Karl Gideon",male,,,,,,,,,,,,,,,,,,,
3,0,"Haas, Miss. Aloisia",female,,,,,,,,,,,,,,,,,,,
3,0,"Hagardon, Miss. Kate",female,,,,,,,,,,,,,,,,,,,
3,0,"Hagland, Mr. Ingvald Olai Olsen",male,,,,,,,,,,,,,,,,,,,
3,0,"Hagland, Mr. Konrad Mathias Reiersen",male,,,,,,,,,,,,,,,,,,,
3,0,"Hakkarainen, Mr. Pekka Pietari",male,,,,,,,,,,,,,,,,,,,
3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,,,,,,,,,,,,,,,,,,,
3,0,"Hampe, Mr. Leon",male,,,,,,,,,,,,,,,,,,,
3,0,"Hanna, Mr. Mansour",male,,,,,,,,,,,,,,,,,,,
3,0,"Hansen, Mr. Claus Peter",male,,,,,,,,,,,,,,,,,,,
3,0,"Hansen, Mr. Henrik Juul",male,,,,,,,,,,,,,,,,,,,
3,0,"Hansen, Mr. Henry Damsgaard",male,,,,,,,,,,,,,,,,,,,
3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,,,,,,,,,,,,,,,,,,,
3,0,"Harknett, Miss. Alice Phoebe",female,,,,,,,,,,,,,,,,,,,
3,0,"Harmer, Mr. Abraham (David Lishin)",male,,,,,,,,,,,,,,,,,,,
3,0,"Hart, Mr. Henry",male,,,,,,,,,,,,,,,,,,,
3,0,"Hassan, Mr. Houssein G N",male,,,,,,,,,,,,,,,,,,,
3,1,"Healy, Miss. Hanora ""Nora""",female,,,,,,,,,,,,,,,,,,,
3,1,"Hedman, Mr. Oskar Arvid",male,,,,,,,,,,,,,,,,,,,
3,1,"Hee, Mr. Ling",male,,,,,,,,,,,,,,,,,,,
3,0,"Hegarty, Miss. Hanora ""Nora""",female,,,,,,,,,,,,,,,,,,,
3,1,"Heikkinen, Miss. Laina",female,,,,,,,,,,,,,,,,,,,
3,0,"Heininen, Miss. Wendla Maria",female,,,,,,,,,,,,,,,,,,,
3,1,"Hellstrom, Miss. Hilda Maria",female,,,,,,,,,,,,,,,,,,,
3,0,"Hendekovic, Mr. Ignjac",male,,,,,,,,,,,,,,,,,,,
3,0,"Henriksson, Miss. Jenny Lovisa",female,,,,,,,,,,,,,,,,,,,
3,0,"Henry, Miss. Delia",female,,,,,,,,,,,,,,,,,,,
3,1,"Hirvonen, Miss. Hildur E",female,,,,,,,,,,,,,,,,,,,
3,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,,,,,,,,,,,,,,,,,,,
3,0,"Holm, Mr. John Fredrik Alexander",male,,,,,,,,,,,,,,,,,,,
3,0,"Holthen, Mr. Johan Martin",male,,,,,,,,,,,,,,,,,,,
3,1,"Honkanen, Miss. Eliina",female,,,,,,,,,,,,,,,,,,,
3,0,"Horgan, Mr. John",male,,,,,,,,,,,,,,,,,,,
3,1,"Howard, Miss. May Elizabeth",female,,,,,,,,,,,,,,,,,,,
3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,,,,,,,,,,,,,,,,,,,
3,1,"Hyman, Mr. Abraham",male,,,,,,,,,,,,,,,,,,,
3,0,"Ibrahim Shawah, Mr. Yousseff",male,,,,,,,,,,,,,,,,,,,
3,0,"Ilieff, Mr. Ylio",male,,,,,,,,,,,,,,,,,,,
3,0,"Ilmakangas, Miss. Ida Livija",female,,,,,,,,,,,,,,,,,,,
3,0,"Ilmakangas, Miss. Pieta Sofia",female,,,,,,,,,,,,,,,,,,,
3,0,"Ivanoff, Mr. Kanio",male,,,,,,,,,,,,,,,,,,,
3,1,"Jalsevac, Mr. Ivan",male,,,,,,,,,,,,,,,,,,,
3,1,"Jansson, Mr. Carl Olof",male,,,,,,,,,,,,,,,,,,,
3,0,"Jardin, Mr. Jose Neto",male,,,,,,,,,,,,,,,,,,,
3,0,"Jensen, Mr. Hans Peder",male,,,,,,,,,,,,,,,,,,,
3,0,"Jensen, Mr. Niels Peder",male,,,,,,,,,,,,,,,,,,,
3,0,"Jensen, Mr. Svend Lauritz",male,,,,,,,,,,,,,,,,,,,
3,1,"Jermyn, Miss. Annie",female,,,,,,,,,,,,,,,,,,,
3,1,"Johannesen-Bratthammer, Mr. Bernt",male,,,,,,,,,,,,,,,,,,,
3,0,"Johanson, Mr. Jakob Alfred",male,,,,,,,,,,,,,,,,,,,
3,1,"Johansson Palmquist, Mr. Oskar Leander",male,,,,,,,,,,,,,,,,,,,
3,0,"Johansson, Mr. Erik",male,,,,,,,,,,,,,,,,,,,
3,0,"Johansson, Mr. Gustaf Joel",male,,,,,,,,,,,,,,,,,,,
3,0,"Johansson, Mr. Karl Johan",male,,,,,,,,,,,,,,,,,,,
3,0,"Johansson, Mr. Nils",male,,,,,,,,,,,,,,,,,,,
3,1,"Johnson, Master. Harold Theodor",male,,,,,,,,,,,,,,,,,,,
3,1,"Johnson, Miss. Eleanor Ileen",female,,,,,,,,,,,,,,,,,,,
3,0,"Johnson, Mr. Alfred",male,,,,,,,,,,,,,,,,,,,
3,0,"Johnson, Mr. Malkolm Joackim",male,,,,,,,,,,,,,,,,,,,
3,0,"Johnson, Mr. William Cahoone Jr",male,,,,,,,,,,,,,,,,,,,
3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,,,,,,,,,,,,,,,,,,,
3,0,"Johnston, Master. William Arthur ""Willie""",male,,,,,,,,,,,,,,,,,,,
3,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,,,,,,,,,,,,,,,,,,,
3,0,"Johnston, Mr. Andrew G",male,,,,,,,,,,,,,,,,,,,
3,0,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",female,,,,,,,,,,,,,,,,,,,
3,0,"Jonkoff, Mr. Lalio",male,,,,,,,,,,,,,,,,,,,
3,1,"Jonsson, Mr. Carl",male,,,,,,,,,,,,,,,,,,,
3,0,"Jonsson, Mr. Nils Hilding",male,,,,,,,,,,,,,,,,,,,
3,0,"Jussila, Miss. Katriina",female,,,,,,,,,,,,,,,,,,,
3,0,"Jussila, Miss. Mari Aina",female,,,,,,,,,,,,,,,,,,,
3,1,"Jussila, Mr. Eiriik",male,,,,,,,,,,,,,,,,,,,
3,0,"Kallio, Mr. Nikolai Erland",male,,,,,,,,,,,,,,,,,,,
3,0,"Kalvik, Mr. Johannes Halvorsen",male,,,,,,,,,,,,,,,,,,,
3,0,"Karaic, Mr. Milan",male,,,,,,,,,,,,,,,,,,,
3,1,"Karlsson, Mr. Einar Gervasius",male,,,,,,,,,,,,,,,,,,,
3,0,"Karlsson, Mr. Julius Konrad Eugen",male,,,,,,,,,,,,,,,,,,,
3,0,"Karlsson, Mr. Nils August",male,,,,,,,,,,,,,,,,,,,
3,1,"Karun, Miss. Manca",female,,,,,,,,,,,,,,,,,,,
3,1,"Karun, Mr. Franz",male,,,,,,,,,,,,,,,,,,,
3,0,"Kassem, Mr. Fared",male,,,,,,,,,,,,,,,,,,,
3,0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",male,,,,,,,,,,,,,,,,,,,
3,0,"Keane, Mr. Andrew ""Andy""",male,,,,,,,,,,,,,,,,,,,
3,0,"Keefe, Mr. Arthur",male,,,,,,,,,,,,,,,,,,,
3,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,,,,,,,,,,,,,,,,,,
3,1,"Kelly, Miss. Mary",female,,,,,,,,,,,,,,,,,,,
3,0,"Kelly, Mr. James",male,,,,,,,,,,,,,,,,,,,
3,0,"Kelly, Mr. James",male,,,,,,,,,,,,,,,,,,,
3,1,"Kennedy, Mr. John",male,,,,,,,,,,,,,,,,,,,
3,0,"Khalil, Mr. Betros",male,,,,,,,,,,,,,,,,,,,
3,0,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",female,,,,,,,,,,,,,,,,,,,
3,0,"Kiernan, Mr. John",male,,,,,,,,,,,,,,,,,,,
3,0,"Kiernan, Mr. Philip",male,,,,,,,,,,,,,,,,,,,
3,0,"Kilgannon, Mr. Thomas J",male,,,,,,,,,,,,,,,,,,,
3,0,"Kink, Miss. Maria",female,,,,,,,,,,,,,,,,,,,
3,0,"Kink, Mr. Vincenz",male,,,,,,,,,,,,,,,,,,,
3,1,"Kink-Heilmann, Miss. Luise Gretchen",female,,,,,,,,,,,,,,,,,,,
3,1,"Kink-Heilmann, Mr. Anton",male,,,,,,,,,,,,,,,,,,,
3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,,,,,,,,,,,,,,,,,,,
3,0,"Klasen, Miss. Gertrud Emilia",female,,,,,,,,,,,,,,,,,,,
3,0,"Klasen, Mr. Klas Albin",male,,,,,,,,,,,,,,,,,,,
3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,,,,,,,,,,,,,,,,,,,
3,0,"Kraeff, Mr. Theodor",male,,,,,,,,,,,,,,,,,,,
3,1,"Krekorian, Mr. Neshan",male,,,,,,,,,,,,,,,,,,,
3,0,"Lahoud, Mr. Sarkis",male,,,,,,,,,,,,,,,,,,,
3,0,"Laitinen, Miss. Kristina Sofia",female,,,,,,,,,,,,,,,,,,,
3,0,"Laleff, Mr. Kristo",male,,,,,,,,,,,,,,,,,,,
